[[-0.2249268, -1.28945924, 1.2231905, -1.77721684, -1.22327389, 0.22974946], [0.24981678, -1.21975948, 1.10768783, -1.64613056, -1.21632776, 0.22178465]]
[[0.24981678, -1.21975948, 1.10768783, -1.64613056, -1.21632776, 0.22178465], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[0.24981678, -1.21975948, 1.10768783, -1.64613056, -1.21632776, 0.22178465], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[-0.57713206, -1.08671742, 0.9299246, 2.93757449, -1.25622074, 0.2231967], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[-0.5353893591884503, -0.8191490171678423, 1.1005914337731868, -0.39937380083, -4.400132716711118, 1.52522899361], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[-0.08436517465108274, -0.9602698455366261, 1.3714961739217213, -1.80552875131, -2.1211908583364854, -0.3465566147511544], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995], [-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649]]
[[0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995], [0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481]]
[[0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[0.23993748409670962, -0.779517844077487, 1.0521555533590745, -0.24901826946, -4.450341688411703, 1.52375640995], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649], [0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481]]
[[-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[-0.5071439050817315, -1.3731318537200201, 0.48756180486909045, 0.37845941232507224, 0.00987986784126615, 0.1334776180988649], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481], [-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554]]
[[0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[0.78388833, -0.58525042, 1.07893284, -1.8885029, 1.58962479, 1.23259481], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554], [-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637]]
[[-0.21040983, -1.54239571, 2.0412341, -1.78920066, 1.53611764, 0.9651554], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
[[-1.0134840362055058, -0.7750392131670687, 0.5644467662671233, -0.016414804186924686, -0.0015339130707234757, 0.0007755138818968637], [0.7654192050089095, -0.8439873347273738, 0.9013713739939475, -1.9100974089637022, -2.5294310029718754, 0.46645986618069685]]
